cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
10,3244.032,1142.784,36.864000000000004,0.0,663.552,663.552,3059.712,36.864000000000004,1382.4000000000003,1267.2000000000003,6451.200000000002,115.20000000000003,6912.000000000001,2073.6000000000004,230.40000000000003,0.0,4193.15,1290.2,967.65,2107.5648575581426,1838.5688384667988,2590.2346922434654,506.57663638752723,627.3926546945673,1424.770951141871,3114.9614558771327,486.07863391713016,0.0,12.0,0.0,0.0,1.0,1829.4903111052854,107.98720623623824,0.0,165.9304302151086,112.70289893522137,4170.745636933433,462.8487389227952,0.0,375.40382370702264,64.70808872027831,0.0,0.0,1.0,1506.4642301369886,160.3875865410885,126.96308563202153,95.8464,51.6096,4.0,12.0,0.0,0.0,2.0,0.0,1.0,9444.7242325209,5892.372158600794,1280.20264994994,168.87565579433834,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
11,3059.712,1290.24,73.72800000000001,0.0,663.552,663.552,2985.984,110.59200000000001,1497.6000000000004,1267.2000000000003,6451.200000000002,0.0,7372.800000000001,1843.2000000000003,0.0,0.0,5483.349999999999,645.1,322.55,3197.9667722360186,1425.8520552627292,2644.040644692587,136.04597938206192,706.9884668984341,1565.3732799545442,2945.751396290606,899.9113942439565,0.0,6.0,6.0,0.0,1.0,2293.0748086417943,107.50465963709917,0.0,229.98957684835526,68.99600260393554,3341.2785255570543,466.9914233433085,0.0,545.9355771176424,77.9191666615629,0.0,0.0,1.0,1766.582599716617,491.011389414557,0.0,112.4352,35.0208,0.0,16.0,2.0,0.0,0.0,1.0,0.0,20301.041024252183,4227.532716561256,555.9702899349905,258.0715925463768,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
12,3207.168,1179.6480000000001,36.864000000000004,0.0,737.28,663.552,2949.12,73.72800000000001,1728.0000000000005,1152.0000000000002,6105.600000000001,230.40000000000006,6336.000000000001,2880.0,0.0,0.0,3225.5,645.1,2580.4,1913.5352930270183,2092.1311660733377,2976.2375318920854,241.93164395026736,761.8289201152991,1380.3332082273796,2682.6734085201288,461.398233431743,0.0,10.0,2.0,0.0,1.0,1465.4936723372862,240.3337775769718,21.73249157703737,171.64809816917992,187.61763030609782,3658.3925421281765,514.6087289170487,0.0,675.1017711383747,240.57462584825512,0.0,0.0,1.0,1218.743497838341,550.2418263933445,753.1904248668013,73.728,73.728,4.0,12.0,2.0,0.0,0.0,1.0,0.0,11971.258384865261,6111.2562361147,1370.3366151159087,218.77547153652205,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
13,3502.08,774.144,147.45600000000002,0.0,663.552,700.416,2727.936,331.776,1497.6000000000004,1382.4000000000003,5644.800000000001,691.2000000000002,7603.200000000001,921.6000000000001,576.0000000000001,115.20000000000002,6451.0,0.0,0.0,1777.396430604458,1953.3759735734398,1402.3835481229514,813.631127823696,479.5052005306484,2085.1185053673157,2337.7250777252666,802.1275117086883,0.0,10.0,2.0,0.0,1.0,2720.332689863001,0.0,0.0,348.64598433146296,0.0,3220.3527267303043,0.0,0.0,779.6542652496408,0.0,0.0,1.0,0.0,1451.941490128378,0.0,0.0,147.456,0.0,12.0,4.0,0.0,2.0,0.0,1.0,0.0,17862.673153775337,495.7405809229443,0.0,262.6095199359082,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
14,3280.896,1032.192,110.592,0.0,442.368,737.28,2949.12,294.91200000000003,1152.0000000000002,2073.6000000000004,5529.600000000001,460.8000000000001,6566.400000000001,2188.8,345.6,115.20000000000002,2257.85,967.65,3225.5,1557.519377033941,1490.3310997589515,1775.4510369537152,389.7486930741337,205.25141517662794,1258.0792014535714,3087.9233221698746,1488.4651803763622,0.0,10.0,2.0,0.0,1.0,1555.666289492145,342.79279468552517,16.103023553800085,208.7784206458991,0.0,3123.379051292613,324.53367495846487,189.19952183822522,235.31506062342837,73.46343657163001,96.35844781664122,0.0,1.0,1355.1523190013493,397.7020146376751,504.7531659691449,71.8848,75.5712,8.0,8.0,2.0,0.0,0.0,1.0,0.0,15860.609237813722,10071.181163593425,2508.2105865700105,228.85844227912807,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
15,3465.2160000000003,552.96,368.64,36.864000000000004,626.6880000000001,589.824,2654.208,552.96,1382.4,1036.8000000000002,5990.4000000000015,806.4000000000001,6912.000000000001,1497.6000000000001,576.0000000000001,230.40000000000003,1290.2,1290.2,3870.6,2141.4460965498283,1424.8397776162994,1658.3283697953962,788.3581758282289,883.3749506061872,1651.133753558276,3047.14028354307,720.5469209434482,2.0,6.0,2.0,2.0,1.0,1785.5421916604482,714.7292977622069,70.70889978759617,141.3693732208601,107.61673689743719,2484.339776190913,814.1984246817885,77.35001131495078,99.98788660805016,518.2137733822693,0.0,0.0,1.0,464.72139876078074,848.8324847902597,746.9108579526428,46.08,101.376,4.0,12.0,2.0,0.0,0.0,1.0,0.0,5470.806081812529,11148.678073227486,4826.666513493331,190.21109458813726,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
16,3465.2160000000003,589.8240000000001,294.91200000000003,73.72800000000001,516.096,884.736,2506.752,516.096,1267.2000000000003,1267.2000000000003,5760.000000000002,921.6000000000003,6681.600000000001,1497.6000000000001,806.4000000000001,230.40000000000003,1612.75,1290.2,3548.0499999999997,1552.4873875204062,1799.2734060013947,2299.343811647431,536.8802537936562,373.56149987759215,1237.5842410167688,1857.5586639298213,480.64920744280704,2.0,8.0,2.0,0.0,1.0,1278.733260686624,502.8475037301398,11.101581928747304,52.501632108667174,136.18727697109622,3907.7733044780757,1416.2181018781316,179.00658483146532,0.0,634.1190974049724,0.0,0.0,1.0,1174.3434958705977,609.8563873358053,745.6961084326128,35.0208,112.4352,8.0,8.0,0.0,2.0,0.0,1.0,0.0,6351.19993861323,9074.817613389661,3942.335782867759,170.5396359473519,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
17,3354.6240000000003,884.736,184.32,0.0,589.824,663.552,2949.12,221.184,1267.2000000000003,1382.4000000000003,5644.800000000001,921.6000000000003,6220.800000000001,2534.4,460.80000000000007,0.0,1612.75,2902.95,1935.3,3384.6279577711966,4060.772476629765,1620.7502882963777,704.5138379447002,442.55178360568294,2379.962210029687,3217.3308977183324,504.5785768666933,2.0,4.0,2.0,4.0,1.0,1579.9089822381845,691.2764123443302,0.0,117.8098467910271,108.9291319917267,3935.2198078913507,623.2562478117334,133.76395902449218,126.78564139689847,207.98911485249994,177.81896655454804,0.0,1.0,1131.946436638246,449.96994438256206,271.8759296350607,73.728,73.728,4.0,12.0,0.0,2.0,0.0,1.0,0.0,7140.157960618824,7411.054261909423,2901.016708675391,197.13368924576346,83.63746386234926,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
18,3465.2160000000003,405.504,110.592,442.368,626.6880000000001,700.416,2543.616,552.96,1612.8000000000004,1152.0000000000005,5299.200000000001,1152.0000000000002,6796.800000000001,1267.2000000000003,460.80000000000007,691.2,322.55,322.55,5805.9,2717.01905277846,1854.5021691941756,1202.5057917775493,842.7304746787056,398.4956066492469,2654.862058557471,2195.774854265069,597.8025955374862,2.0,8.0,0.0,2.0,1.0,647.5282313849693,1053.7784105572996,258.47761646932065,106.54017675045642,360.78497557488646,1115.4851443071661,1984.1143036651579,221.9468731780042,0.0,200.37836142190557,267.38846558507214,0.0,1.0,416.6676145751475,0.0,1815.8190037316317,11.0592,136.39679999999998,4.0,12.0,0.0,0.0,2.0,1.0,0.0,2143.744784389009,13222.697060423097,14049.407126141432,232.5850151082651,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
19,3428.352,516.096,221.184,258.048,737.28,552.96,2617.344,516.096,1267.2000000000003,1612.8000000000004,5184.000000000001,1152.0000000000002,7027.200000000001,1152.0000000000002,460.80000000000007,576.0000000000001,645.1,1290.2,4515.7,2157.1560376707685,1403.226958412946,2554.364326062651,975.6241578013851,406.64856666721926,1683.7184703532366,1978.692492443879,572.5129304481943,2.0,6.0,4.0,0.0,1.0,1315.7565836304339,796.7644532230652,29.712695057429286,0.0,271.25623178045805,2810.8949776389672,1279.9311273855071,84.33531933561964,278.9952912188141,102.11023072597996,275.6012383608755,0.0,1.0,318.8666276804056,434.381768003204,1186.1171730874971,35.0208,112.4352,4.0,12.0,0.0,2.0,0.0,1.0,0.0,6610.739964503245,12881.04693965058,7743.105679002798,240.02900243532213,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
20,3465.2160000000003,516.096,405.504,36.864000000000004,700.416,589.8240000000001,2727.936,405.504,1036.8000000000002,2073.6000000000004,5299.200000000001,806.4000000000001,7372.800000000001,1497.6000000000001,345.6,0.0,1935.3,1290.2,3225.5,1795.6560263762283,1224.585016718915,1963.6966914233408,621.2098801154187,1187.681743813998,1930.3497265286942,3825.501765475651,617.0018826940487,2.0,8.0,0.0,2.0,1.0,1778.4181805933586,454.0775056292223,30.92839443399935,137.66863906675968,122.34111856378135,3492.624008695171,1210.510524637023,70.5901344886925,244.85257036074296,0.0,504.2050793299704,0.0,1.0,611.3200633536674,1169.4577752820621,814.8762774583577,51.6096,95.8464,4.0,12.0,2.0,0.0,0.0,1.0,0.0,9441.861989644476,12899.355911060291,3092.8497679306975,234.62563542030006,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
21,3317.76,700.416,294.91200000000003,110.592,663.552,700.4159999999999,2543.616,516.096,1382.4,1152.0000000000002,5644.800000000001,1036.8000000000004,7142.4000000000015,1036.8000000000002,691.2,345.6,1290.2,1290.2,3870.6,1768.2553912031767,1013.0618037225446,1405.3111710563917,489.38349766109224,570.9165119092488,2226.8006972024305,3222.4448299800347,592.2203005930091,2.0,6.0,4.0,0.0,1.0,795.2627428570954,431.12146429879573,63.29469084991615,125.51159956997742,44.61672155729191,2342.795608850463,1564.713951335455,126.32747817448004,135.44219307470897,173.39556435552024,143.6423755919726,0.0,1.0,232.29402405830294,585.262431216692,981.0171167329461,38.7072,108.7488,4.0,12.0,2.0,0.0,0.0,1.0,0.0,6409.8487731610985,9588.029825476633,2783.2188916720397,227.9062937699659,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
22,3244.032,884.7360000000001,294.91200000000003,0.0,516.096,847.8720000000001,2764.8,294.91200000000003,1036.8000000000002,1728.0000000000005,5529.600000000001,921.6000000000003,7027.200000000002,1728.0000000000002,460.80000000000007,0.0,1612.75,645.1,4193.15,1681.467109183702,2122.9064799995062,2006.9983905606393,416.051452623573,981.2623624043163,1968.2653039947652,2275.362565024896,730.0824021350725,4.0,6.0,0.0,2.0,1.0,1932.2233102887153,583.4106269771457,25.150534351543634,74.91605973271645,157.93777009664012,2191.829716488963,659.5073827750548,44.5567162016531,562.0525638821587,0.0,123.13423401523916,0.0,1.0,1100.8592156512057,445.53089432712954,887.3630690392628,57.1392,90.3168,0.0,16.0,0.0,2.0,0.0,1.0,0.0,9348.6392351996,11483.90567082494,5029.590776628696,203.97391570068731,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
23,3096.576,1142.784,184.32,0.0,552.96,737.28,2838.5280000000002,294.91200000000003,921.6000000000003,1958.4000000000005,6105.600000000001,230.40000000000006,6796.800000000001,2073.6000000000004,345.6,0.0,3225.5,645.1,2580.4,1588.7921307122206,1920.2570825423388,1758.315845852184,890.8172453939243,353.09639150438204,1943.8580686346131,2689.0879434775024,1084.0721602579433,0.0,8.0,2.0,2.0,1.0,1753.8535371346281,366.8924551068055,22.369981704719685,341.32779227522997,80.9360298073049,4087.6699191210614,695.2925855139808,0.0,488.1037135242521,405.8045440523474,0.0,0.0,1.0,1202.7916249095874,196.04267805611772,567.8964345542331,62.6688,84.7872,4.0,12.0,2.0,0.0,0.0,1.0,0.0,14426.649458345064,7959.821816172612,1957.5236527576283,249.77113956852688,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
24,3317.76,958.464,147.45600000000002,0.0,589.8240000000001,552.96,3022.848,258.048,1382.4000000000003,1152.0000000000005,6451.200000000002,230.40000000000006,7372.800000000001,1728.0000000000002,115.20000000000002,0.0,2580.4,1935.3,1935.3,1582.9118488045492,1644.212044467823,2005.1745457169363,746.858634620072,1438.3760543204053,3040.0034553752275,2850.379703096604,527.8607867923388,2.0,8.0,2.0,0.0,1.0,2044.5164536271413,889.7155589313662,49.157044214528696,201.437316521553,130.99699989610775,4200.985491831671,751.5287260441893,0.0,354.47975512537005,106.15779130598169,0.0,0.0,1.0,370.4635361293638,966.4084166217765,863.4795136184822,73.728,73.72800000000001,0.0,16.0,0.0,0.0,2.0,1.0,0.0,4241.630679679973,5670.905687540895,797.6287550005802,268.8613341524227,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
25,3649.536,221.18400000000003,110.592,442.368,516.096,737.28,2617.344,552.96,1152.0000000000002,1382.4000000000003,5529.600000000001,1152.0000000000002,6912.000000000001,1152.0000000000002,230.40000000000003,921.6000000000001,322.55,645.1,5483.349999999999,1383.0331212184622,1689.6519803139843,1158.0235395082561,411.9719226808958,605.8755457902303,1482.8263414748476,3835.6645143907017,1457.040091578164,2.0,6.0,2.0,2.0,1.0,802.9966713728846,1127.3559437111699,247.83823942922788,0.0,286.04120508304425,1159.9586662661861,2115.901729113421,736.8675493715793,0.0,602.1856753079994,74.0367829348547,0.0,1.0,514.670241155213,0.0,1428.2156397569775,7.3728,140.0832,0.0,16.0,0.0,2.0,0.0,0.0,1.0,1844.9756218730552,15053.720078980383,11361.822464932282,207.83772868948046,0.0,66.88433737513215,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
26,3280.896,1105.92,36.864000000000004,0.0,737.2800000000001,589.8240000000001,3059.712,36.864000000000004,1382.4000000000003,1497.6000000000004,6105.600000000001,230.40000000000006,6681.600000000001,2419.2000000000003,115.20000000000002,0.0,4515.7,967.65,967.65,1328.9280079060568,1769.9574784094152,2442.0300925928364,555.9850538414004,575.7550431002091,1822.927528197281,2202.9930003024865,448.30714627193413,2.0,8.0,0.0,2.0,1.0,2199.838001909049,35.911867472471094,0.0,138.9925878915979,107.50257210301987,4481.166577375172,476.16415430534914,0.0,315.95544271009896,209.06296775055,0.0,0.0,1.0,1402.481922595709,420.1875786633444,0.0,101.376,46.08,12.0,4.0,2.0,0.0,0.0,1.0,0.0,8152.258356975739,5292.767252634279,311.63320526594134,253.78947813456952,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
27,3391.4880000000003,479.232,258.048,294.91200000000003,737.28,589.8240000000001,2543.616,552.96,1267.2000000000003,1612.8000000000004,5184.000000000001,1152.0000000000002,7142.4000000000015,1036.8000000000002,115.20000000000002,921.6000000000001,967.65,0.0,5483.349999999999,1570.5840472742827,1596.4094314922138,2483.1960653487668,486.16987860298013,648.0386499377362,1404.048101295272,2460.5868878314277,485.52945711007834,0.0,8.0,2.0,2.0,1.0,896.6334966487221,985.9919377097071,190.10737560689103,46.438708324324274,193.205979378131,2040.0855100120916,2081.641839810565,155.21331101489886,0.0,0.0,612.8809275315609,0.0,1.0,0.0,904.1750228302255,1316.894784311683,20.275199999999998,127.18079999999999,4.0,12.0,2.0,0.0,0.0,1.0,0.0,2977.3189279511057,13037.35366372722,9408.253128038037,115.8635990650807,89.32779694521803,46.357699551184666,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
28,3538.9440000000004,331.77600000000007,0.0,552.96,405.504,847.8720000000001,2617.344,552.96,1497.6000000000004,1728.0000000000005,4838.4000000000015,1152.0000000000002,7142.4000000000015,921.6000000000001,0.0,1152.0000000000002,322.55,322.55,5805.9,1368.368762524496,1974.695858750793,2008.3930441495095,737.2282026586938,661.4468104273772,2474.2151774557815,2644.511937648792,762.0401765844084,2.0,6.0,2.0,2.0,1.0,352.9066951423646,893.5647370803188,406.5014238818895,0.0,301.7583711815404,756.4363388373584,2067.868132933924,962.7796350481694,0.0,123.83216971052506,372.0110919979019,0.0,1.0,0.0,0.0,2253.7990124333596,9.216000000000001,138.24,4.0,12.0,0.0,2.0,0.0,1.0,0.0,489.94829168160436,5481.227598340087,19873.320836791492,77.13244200020421,56.4895599635353,81.11342438377534,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
29,3391.4880000000003,884.7360000000001,147.45600000000002,0.0,479.232,884.736,3022.848,36.864000000000004,1728.0000000000005,806.4000000000002,6681.600000000001,0.0,7372.800000000001,1612.8000000000002,230.40000000000003,0.0,6451.0,0.0,0.0,2244.9881348433632,1394.6923068318602,1787.7112463676954,757.9689221974571,863.9527356738581,1183.0936063062563,4673.6204701476945,690.6365083201852,2.0,8.0,2.0,0.0,1.0,1571.6949658774142,13.658221198105881,0.0,291.3890611235561,0.0,4398.734738868057,0.0,0.0,608.3567050931617,0.0,0.0,0.0,1.0,1526.3778746957255,0.0,0.0,138.24,9.216,8.0,8.0,0.0,0.0,2.0,1.0,0.0,26871.7752305602,3342.263450472934,0.0,208.07259737480518,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
30,3280.896,774.144,368.64,0.0,368.64000000000004,847.8720000000001,2764.8,442.368,1267.2000000000003,1612.8000000000002,5299.200000000001,1036.8000000000004,7257.600000000001,1036.8000000000002,691.2,230.40000000000003,1290.2,2580.4,2580.4,1415.1351534636133,1373.7910871925167,1492.9444419403872,427.94350901157327,1118.7266187238906,2360.355911007334,2778.0741344091525,495.8107392070904,4.0,4.0,4.0,0.0,1.0,1461.134933687572,680.3052318049453,38.41276390649959,86.91140939305147,135.34071544084907,2426.1148491319677,942.0250417352706,70.11605891637825,415.02079417755374,0.0,430.8001622790436,0.0,1.0,438.9119077426069,595.4468085662942,743.7752578397827,44.2368,103.2192,0.0,16.0,0.0,2.0,0.0,1.0,0.0,8115.310773800329,14349.93083623318,6799.711845150655,219.39954031215186,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
31,3354.6240000000003,700.4159999999999,294.91200000000003,73.72800000000001,589.824,663.552,2727.936,442.368,1843.2000000000005,576.0000000000001,6105.600000000001,691.2000000000002,6796.800000000001,1843.2000000000003,576.0000000000001,0.0,1935.3,1290.2,3225.5,2380.834638232692,2409.3146974051597,1773.3164143746285,1396.882132770851,489.8470830087665,2443.041864713728,3494.4876529166922,195.24259403381657,0.0,6.0,2.0,4.0,1.0,1770.5210077238935,335.03168548322,30.496494294388487,183.1593444316001,112.28938050530984,2999.7586117376086,646.2338772805041,68.37325463700044,0.0,350.8311528306825,208.34656113507313,0.0,1.0,616.5070397678122,477.3109165519797,387.1489368489807,51.6096,95.8464,4.0,12.0,2.0,0.0,0.0,1.0,0.0,13823.514779381061,16075.017176819354,1100.9541474457305,227.22729600521956,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
32,3207.168,995.328,221.184,0.0,479.23199999999997,737.28,2949.1200000000003,258.048,1152.0000000000002,1497.6000000000004,5990.4000000000015,576.0000000000001,7603.200000000001,1036.8000000000002,576.0000000000001,0.0,3870.6,967.65,1612.75,1258.6880877283297,1345.6746986197782,2073.2536639422724,325.6926488507274,706.7596348308407,1554.8329984805287,3591.4117680389654,814.4509641931995,2.0,6.0,4.0,0.0,1.0,1712.618054005557,454.5500601465079,0.0,130.29246521266026,89.86477096775835,3829.1233444846384,478.4773893768634,64.28479447645259,293.24941430870877,299.4377313681323,0.0,0.0,1.0,1053.731874175249,640.5287276427041,236.23989600069316,70.0416,77.4144,8.0,8.0,0.0,0.0,2.0,1.0,0.0,8336.39642252937,6646.68596000772,2057.306023153959,197.94477385196083,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
33,3170.304,1032.192,221.184,0.0,700.416,479.232,2985.9840000000004,258.048,1267.2000000000003,1843.2000000000005,5529.600000000001,576.0000000000001,6796.800000000001,2188.8,230.40000000000003,0.0,1935.3,2902.95,1612.75,1827.2241105504063,1585.1335075801924,1416.2209132794712,569.2682961894022,624.0522444821931,2291.1179206179404,2950.506215030014,1083.0659131129994,0.0,10.0,2.0,0.0,1.0,1673.554502492005,185.91836293217926,42.642790857056895,209.14021172746556,112.6831559896365,2726.7950580735064,507.8329649279883,0.0,177.44168904425837,408.2708596791249,0.0,0.0,1.0,955.3439928871858,439.39529025990373,510.88134761537975,55.296,92.16,0.0,16.0,2.0,0.0,0.0,1.0,0.0,11842.403809127723,10853.385733728795,2339.9943343967916,252.56600755287064,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
34,3686.4,626.6880000000001,110.592,0.0,700.416,737.28,2654.208,331.776,1612.8000000000006,1036.8000000000002,6105.600000000002,460.8000000000001,6796.8,1958.4000000000003,460.80000000000007,0.0,6128.450000000001,322.55,0.0,2236.140069364655,2471.563263720139,2741.0856622596916,1643.4936857503233,1575.690031009644,2328.9092181077203,2718.924013782549,842.0098628847528,0.0,10.0,0.0,2.0,1.0,2112.216950442302,0.0,0.0,357.3340278304472,0.0,4241.410237355958,0.0,0.0,470.39392185045244,0.0,0.0,1.0,0.0,1325.74956258063,488.5048152088579,0.0,145.6128,1.8432,8.0,8.0,0.0,2.0,0.0,1.0,0.0,17546.737217905815,536.4990376317197,0.0,252.58402717923113,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
35,3575.808,663.552,184.32,0.0,737.28,516.096,2912.2560000000003,258.048,1267.2000000000003,1612.8000000000004,5760.000000000002,576.0000000000001,6681.6,2073.6000000000004,460.80000000000007,0.0,6451.0,0.0,0.0,1260.4438336875949,1477.486617259647,2880.5546895492935,992.0008484322148,1210.053635256904,1275.4628032869468,2333.6951984926,544.5956403574204,2.0,4.0,4.0,2.0,1.0,1790.5841117037598,0.0,0.0,267.16742340882337,0.0,4837.95076068718,0.0,0.0,448.8943382385695,0.0,0.0,1.0,0.0,3003.5341260342966,0.0,0.0,138.24,9.216000000000001,12.0,4.0,0.0,2.0,0.0,1.0,0.0,20146.21916581055,729.3753351390842,0.0,225.73762483327357,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
36,3575.808,811.008,36.864000000000004,0.0,811.008,516.096,3096.576,0.0,1152.0000000000002,1612.8000000000004,6451.200000000002,0.0,7488.000000000002,1728.0000000000002,0.0,0.0,6128.450000000001,322.55,0.0,2003.3186677273823,1643.5298936842546,2793.3443673119937,655.1428480870379,727.5393659223689,1965.2191627852555,1964.173270327299,704.1347978670462,0.0,8.0,4.0,0.0,1.0,1653.7470186760008,46.036855027105645,0.0,114.13190226988827,47.45469969887377,3199.109672212492,119.26478771785176,0.0,412.8482304063232,166.77212957369534,0.0,0.0,1.0,1450.7181333340889,913.5472513992387,0.0,127.18079999999999,20.275199999999998,4.0,12.0,0.0,2.0,0.0,1.0,0.0,18731.164855912797,3306.2688807582044,0.0,272.736640104256,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
37,3649.536,663.552,110.592,0.0,589.824,589.8240000000001,3096.576,147.45600000000002,1382.4000000000003,1267.2000000000003,6105.600000000002,460.8000000000001,6912.000000000001,2073.6000000000004,230.40000000000003,0.0,6451.0,0.0,0.0,2632.0002138110585,1348.5870044134,2510.9265114904856,473.55024994095226,584.6985229917018,1214.804026605761,2639.3154074460876,931.4382682909602,0.0,12.0,0.0,0.0,1.0,1903.0791521694557,40.395486286325664,0.0,329.9769793144286,0.0,4030.1222142190313,0.0,0.0,379.25782375368817,71.67034367205017,0.0,1.0,0.0,1471.0155023178465,0.0,0.0,140.08319999999998,7.3728,12.0,4.0,2.0,0.0,0.0,1.0,0.0,21212.996856927773,678.6255212546608,437.84799753101163,254.33882862646638,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
38,3428.352,737.2800000000001,221.184,36.864000000000004,847.8720000000001,442.368,2875.3920000000003,258.048,921.6000000000003,1497.6000000000004,5990.4000000000015,806.4000000000001,7488.000000000001,1267.2,230.40000000000003,230.40000000000003,6451.0,0.0,0.0,1798.0370950576373,2357.2154619650473,2345.1000713843678,699.739171898759,567.544643857315,2164.739073666491,1967.844186169728,843.0000218882765,4.0,4.0,2.0,2.0,1.0,3118.1196996206736,0.0,0.0,319.161700282015,0.0,4396.139214704122,0.0,0.0,543.6861906109355,0.0,0.0,1.0,0.0,1423.645984429797,0.0,0.0,147.456,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,23674.123469798964,579.0821592872635,0.0,372.057426713618,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
39,3686.4,700.416,36.864000000000004,0.0,737.28,663.552,2985.9840000000004,36.864000000000004,1382.4,1152.0000000000005,6681.600000000001,0.0,7372.800000000001,1612.8000000000002,230.40000000000003,0.0,6451.0,0.0,0.0,2198.2604236957604,2647.195486368789,2744.9071350618224,418.09836392028564,664.77675113438,1672.0485713319058,2652.538998604631,870.9729414694168,2.0,8.0,2.0,0.0,1.0,2042.57499896428,30.490380670337547,0.0,115.71471597853791,68.90237884668467,4070.8539499624158,108.16410042792572,0.0,462.20235714872405,133.0998430364331,0.0,0.0,1.0,1864.0938722169753,0.0,0.0,138.24,9.216000000000001,12.0,4.0,2.0,0.0,0.0,1.0,0.0,17199.890454557975,2646.894135903557,225.9427829746237,253.707961959773,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
