Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(汐),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(汐),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB
HP,HP16X121,HP16X121,F,121,35.8,15.8,15  3/4 ,每,每,每,15.9,15  7/8 ,每,每,每,0.75,  3/4 ,  3/8 ,0.75,  3/4 ,每,每,每,1.93,1 15/16,1  9/16,每,每,每,每,每,10.6,每,每,15.9,每,每,1590,226,201,6.66,504,97.6,63.4,3.75,每,每,每,8.35,28500,每,59.8,178,每,每,42.8,109,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.34,15.1,每,每,HP410X181,HP410X181,181,23100,401,400,每,每,每,403.86,403,每,每,每,19.1,19,9.52,19.1,19,每,每,每,49,49.2,39.5,每,每,每,每,每,10.6,每,每,15.9,每,每,662,3700,3290,169,210,1600,1040,95.3,每,每,每,3480,7650,每,38600,74.1,每,每,701,1790,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,110,384,每,每
HP,HP16X101,HP16X101,F,101,29.9,15.5,15  1/2 ,每,每,每,15.8,15  3/4 ,每,每,每,0.625,  5/8 ,  5/16,0.625,  5/8 ,每,每,每,1.81,1 13/16,1 1/2,每,每,每,每,每,12.6,每,每,19,每,每,1300,187,168,6.59,412,80.1,52.2,3.71,每,每,每,5.07,22800,每,58.8,145,每,每,35.3,89.3,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.27,14.9,每,每,HP410X151,HP410X151,151,19300,394,394,每,每,每,401.32,400,每,每,每,15.9,15.9,7.94,15.9,15.9,每,每,每,46,46,37.9,每,每,每,每,每,12.6,每,每,19,每,每,541,3060,2750,167,171,1310,855,94.2,每,每,每,2110,6120,每,37900,60.4,每,每,578,1460,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,108,378,每,每
HP,HP16X88,HP16X88,F,88,25.8,15.3,15  3/8 ,每,每,每,15.7,15 11/16,每,每,每,0.54,  9/16,  5/16,0.54,  9/16,每,每,每,1.72,1  3/4 ,1  7/16,每,每,每,每,每,14.5,每,每,22,每,每,1110,161,145,6.56,349,68.2,44.5,3.68,每,每,每,3.45,19000,每,57.9,123,每,每,30.2,76.2,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.21,14.8,每,每,HP410X131,HP410X131,131,16600,389,391,每,每,每,398.78,398,每,每,每,13.7,14.3,7.94,13.7,14.3,每,每,每,43.7,44.5,36.9,每,每,每,每,每,14.5,每,每,22,每,每,462,2640,2380,167,145,1120,729,93.5,每,每,每,1440,5100,每,37400,51.2,每,每,495,1250,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,107,376,每,每
HP,HP14X117,HP14X117,F,117,34.4,14.2,14  1/4 ,每,每,每,14.9,14  7/8 ,每,每,每,0.805, 13/16,  7/16,0.805, 13/16,每,每,每,1.5,1  1/2 ,1  3/50,每,每,每,每,每,9.25,每,每,14.2,每,每,1220,194,172,5.96,443,91.4,59.5,3.59,每,每,每,8.02,19900,每,49.9,149,每,每,38,96.3,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.15,13.4,每,每,HP360X174,HP360X174,174,22200,361,362,每,每,每,378,378,每,每,每,20.4,20.6,11.1,20.4,20.6,每,每,每,38.1,38.1,27,每,每,每,每,每,9.25,每,每,14.2,每,每,508,3180,2820,151,184,1500,975,91.2,每,每,每,3340,5340,每,32200,62,每,每,623,1580,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,105,340,每,每
HP,HP14X102,HP14X102,F,102,30.1,14,14,每,每,每,14.8,14  3/4 ,每,每,每,0.705, 11/16,  3/8 ,0.705, 11/16,每,每,每,1.38,1  3/8 ,1,每,每,每,每,每,10.5,每,每,16.2,每,每,1050,169,150,5.92,380,78.8,51.4,3.56,每,每,每,5.39,16800,每,49.2,128,每,每,33,83.3,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.1,13.3,每,每,HP360X152,HP360X152,152,19400,356,356,每,每,每,376,375,每,每,每,17.9,17.5,9.52,17.9,17.5,每,每,每,35.1,34.9,25.4,每,每,每,每,每,10.5,每,每,16.2,每,每,437,2770,2460,150,158,1290,842,90.4,每,每,每,2240,4510,每,31700,53.3,每,每,541,1370,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,104,338,每,每
HP,HP14X89,HP14X89,F,89,26.1,13.8,13  7/8 ,每,每,每,14.7,14  3/4 ,每,每,每,0.615,  5/8 ,  5/16,0.615,  5/8 ,每,每,每,1.31,1  5/16, 15/16,每,每,每,每,每,11.9,每,每,18.5,每,每,904,146,131,5.88,326,67.7,44.3,3.53,每,每,每,3.59,14200,每,48.5,110,每,每,28.6,71.9,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.05,13.2,每,每,HP360X132,HP360X132,132,16800,351,352,每,每,每,373,375,每,每,每,15.6,15.9,7.94,15.6,15.9,每,每,每,33.3,33.3,23.8,每,每,每,每,每,11.9,每,每,18.5,每,每,376,2390,2150,149,136,1110,726,89.7,每,每,每,1490,3810,每,31300,45.8,每,每,469,1180,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,103,335,每,每
HP,HP14X73,HP14X73,F,73,21.4,13.6,13  5/8 ,每,每,每,14.6,14  5/8 ,每,每,每,0.505,  1/2 ,  1/4 ,0.505,  1/2 ,每,每,每,1.19,1  3/16,  7/8 ,每,每,每,每,每,14.4,每,每,22.6,每,每,729,118,107,5.84,261,54.6,35.8,3.49,每,每,每,2.01,11200,每,47.8,88,每,每,23.3,58.3,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4,13.1,每,每,HP360X108,HP360X108,108,13800,345,346,每,每,每,371,371,每,每,每,12.8,12.7,6.35,12.8,12.7,每,每,每,30.2,30.2,22.2,每,每,每,每,每,14.4,每,每,22.6,每,每,303,1930,1750,148,109,895,587,88.6,每,每,每,837,3010,每,30800,36.6,每,每,382,955,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,102,333,每,每
HP,HP12X84,HP12X84,F,84,24.6,12.3,12  1/4 ,每,每,每,12.3,12  1/4 ,每,每,每,0.685, 11/16,  3/8 ,0.685, 11/16,每,每,每,1.38,1  3/8 ,1,每,每,每,每,每,8.97,每,每,14.2,每,每,650,120,106,5.14,213,53.2,34.6,2.94,每,每,每,4.24,7140,每,35.6,75,每,每,23.1,59,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.41,11.6,每,每,HP310X125,HP310X125,125,15900,312,311,每,每,每,312,311,每,每,每,17.4,17.5,9.52,17.4,17.5,每,每,每,35.1,34.9,25.4,每,每,每,每,每,8.97,每,每,14.2,每,每,271,1970,1740,131,88.7,872,567,74.7,每,每,每,1760,1920,每,23000,31.2,每,每,379,967,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,86.6,295,每,每
HP,HP12X74,HP12X74,F,74,21.8,12.1,12  1/8 ,每,每,每,12.2,12  1/4 ,每,每,每,0.605,  5/8 ,  5/16,0.61,  5/8 ,每,每,每,1.31,1  5/16, 15/16,每,每,每,每,每,10,每,每,16.1,每,每,569,105,93.8,5.11,186,46.6,30.4,2.92,每,每,每,2.98,6160,每,35.2,65.5,每,每,20.4,51.9,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.38,11.5,每,每,HP310X110,HP310X110,110,14100,307,308,每,每,每,310,311,每,每,每,15.4,15.9,7.94,15.5,15.9,每,每,每,33.3,33.3,23.8,每,每,每,每,每,10,每,每,16.1,每,每,237,1720,1540,130,77.4,764,498,74.2,每,每,每,1240,1650,每,22700,27.3,每,每,334,850,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,85.9,292,每,每
HP,HP12X63,HP12X63,F,63,18.4,11.9,12,每,每,每,12.1,12  1/8 ,每,每,每,0.515,  1/2 ,  1/4 ,0.515,  1/2 ,每,每,每,1.25,1  1/4 ,  7/8 ,每,每,每,每,每,11.8,每,每,18.9,每,每,472,88.3,79.1,5.06,153,38.7,25.3,2.88,每,每,每,1.83,5000,每,34.6,54.1,每,每,17.1,43.3,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.33,11.4,每,每,HP310X93,HP310X93,93,11900,302,305,每,每,每,307,308,每,每,每,13.1,12.7,6.35,13.1,12.7,每,每,每,31.8,31.8,22.2,每,每,每,每,每,11.8,每,每,18.9,每,每,196,1450,1300,129,63.7,634,415,73.2,每,每,每,762,1340,每,22300,22.5,每,每,280,710,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,84.6,290,每,每
HP,HP12X53,HP12X53,F,53,15.5,11.8,11  3/4 ,每,每,每,12,12,每,每,每,0.435,  7/16,  1/4 ,0.435,  7/16,每,每,每,1.13,1  1/8 ,  7/8 ,每,每,每,每,每,13.8,每,每,22.3,每,每,393,74,66.7,5.03,127,32.2,21.1,2.86,每,每,每,1.12,4080,每,34.2,44.7,每,每,14.3,36.2,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.29,11.4,每,每,HP310X79,HP310X79,79,10000,300,298,每,每,每,305,305,每,每,每,11,11.1,6.35,11,11.1,每,每,每,28.7,28.6,22.2,每,每,每,每,每,13.8,每,每,22.3,每,每,164,1210,1090,128,52.9,528,346,72.6,每,每,每,466,1100,每,22100,18.6,每,每,234,593,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,83.6,290,每,每
HP,HP10X57,HP10X57,F,57,16.7,9.99,10,每,每,每,10.2,10  1/4 ,每,每,每,0.565,  9/16,  5/16,0.565,  9/16,每,每,每,1.25,1  1/4 , 15/16,每,每,每,每,每,9.03,每,每,13.9,每,每,294,66.5,58.8,4.18,101,30.3,19.7,2.45,每,每,每,1.97,2240,每,24.1,34.8,每,每,12.9,32.8,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.84,9.43,每,每,HP250X85,HP250X85,85,10800,254,254,每,每,每,259,260,每,每,每,14.4,14.3,7.94,14.4,14.3,每,每,每,31.8,31.8,23.8,每,每,每,每,每,9.03,每,每,13.9,每,每,122,1090,964,106,42,497,323,62.2,每,每,每,820,602,每,15500,14.5,每,每,211,537,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,72.1,240,每,每
HP,HP10X42,HP10X42,F,42,12.4,9.7,9  3/4 ,每,每,每,10.1,10  1/8 ,每,每,每,0.415,  7/16,  1/4 ,0.42,  7/16,每,每,每,1.13,1  1/8 , 13/16,每,每,每,每,每,12,每,每,18.9,每,每,210,48.3,43.4,4.13,71.7,21.8,14.2,2.41,每,每,每,0.813,1540,每,23.4,24.7,每,每,9.41,23.7,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.77,9.28,每,每,HP250X62,HP250X62,62,8000,246,248,每,每,每,257,257,每,每,每,10.5,11.1,6.35,10.7,11.1,每,每,每,28.7,28.6,20.6,每,每,每,每,每,12,每,每,18.9,每,每,87.4,791,711,105,29.8,357,233,61.2,每,每,每,338,414,每,15100,10.3,每,每,154,388,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,70.4,236,每,每
HP,HP8X36,HP8X36,F,36,10.6,8.02,8,每,每,每,8.16,8  1/8 ,每,每,每,0.445,  7/16,  1/4 ,0.445,  7/16,每,每,每,1.13,1  1/8 ,  7/8 ,每,每,每,每,每,9.16,每,每,14.2,每,每,119,33.6,29.8,3.36,40.3,15.2,9.88,1.95,每,每,每,0.77,578,每,15.4,14,每,每,6.5,16.6,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.26,7.58,每,每,HP200X53,HP200X53,53,6840,204,203,每,每,每,207,206,每,每,每,11.3,11.1,6.35,11.3,11.1,每,每,每,28.7,28.6,22.2,每,每,每,每,每,9.16,每,每,14.2,每,每,49.5,551,488,85.3,16.8,249,162,49.5,每,每,每,320,155,每,9940,5.83,每,每,107,272,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,57.4,193,每,每
C,C15X50,C15X50,F,50,14.7,15,15,每,每,每,3.72,3  3/4 ,每,每,每,0.716, 11/16,  3/8 ,0.65,  5/8 ,每,每,每,1.44,1  7/16,每,0.799,每,0.583,0.49,每,每,5.72,每,17.7,每,每,404,68.5,53.8,5.24,11,8.14,3.77,0.865,每,每,每,2.65,492,每,17.4,13.7,11.6,5.86,14,34.1,5.49,0.937,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,1.17,14.4,每,每,C380X74,C380X74,74,9480,381,381,每,每,每,94.5,95.2,每,每,每,18.2,17.5,9.52,16.5,15.9,每,每,每,36.6,36.5,每,20.3,每,14.8,12.4,每,每,5.72,每,17.7,每,每,168,1120,882,133,4.58,133,61.8,22,每,每,每,1100,132,每,11200,5.7,4.83,2.44,229,559,139,0.937,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,29.7,366,每,每
C,C15X40,C15X40,F,40,11.8,15,15,每,每,每,3.52,3  1/2 ,每,每,每,0.52,  1/2 ,  1/4 ,0.65,  5/8 ,每,每,每,1.44,1  7/16,每,0.778,每,0.767,0.392,每,每,5.42,每,24.4,每,每,348,57.5,46.5,5.43,9.17,6.84,3.34,0.883,每,每,每,1.45,410,每,16,11.7,9.2,4.64,14,28.6,5.71,0.927,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,1.15,14.4,每,每,C380X60,C380X60,60,7610,381,381,每,每,每,89.4,88.9,每,每,每,13.2,12.7,6.35,16.5,15.9,每,每,每,36.6,36.5,每,19.8,每,19.5,9.96,每,每,5.42,每,24.4,每,每,145,942,762,138,3.82,112,54.7,22.4,每,每,每,604,110,每,10300,4.87,3.83,1.93,229,469,145,0.927,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,29.2,366,每,每
C,C15X33.9,C15X33.9,F,33.9,10,15,15,每,每,每,3.4,3  3/8 ,每,每,每,0.4,  3/8 ,  3/16,0.65,  5/8 ,每,每,每,1.44,1  7/16,每,0.788,每,0.896,0.332,每,每,5.23,每,31.8,每,每,315,50.8,42,5.61,8.07,6.19,3.09,0.901,每,每,每,1.01,358,每,15.1,10.4,7.55,3.81,14,25.2,5.94,0.92,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,1.13,14.4,每,每,C380X50.4,C380X50.4,50.4,6450,381,381,每,每,每,86.4,85.7,每,每,每,10.2,9.52,4.76,16.5,15.9,每,每,每,36.6,36.5,每,20,每,22.8,8.43,每,每,5.23,每,31.8,每,每,131,832,688,142,3.36,101,50.6,22.9,每,每,每,420,96.1,每,9740,4.33,3.14,1.59,229,413,151,0.92,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,28.7,366,每,每
C,C12X30,C12X30,F,30,8.81,12,12,每,每,每,3.17,3  1/8 ,每,每,每,0.51,  1/2 ,  1/4 ,0.501,  1/2 ,每,每,每,1.13,1  1/8 ,每,0.674,每,0.618,0.367,每,每,6.33,每,20.1,每,每,162,33.8,27,4.29,5.12,4.32,2.05,0.762,每,每,每,0.861,151,每,11.7,6.01,4.91,2.45,7.66,16.8,4.54,0.919,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,1.01,11.5,每,每,C310X45,C310X45,45,5680,305,305,每,每,每,80.5,79.4,每,每,每,13,12.7,6.35,12.7,12.7,每,每,每,28.7,28.6,每,17.1,每,15.7,9.32,每,每,6.33,每,20.1,每,每,67.4,554,442,109,2.13,70.8,33.6,19.4,每,每,每,358,40.5,每,7550,2.5,2.04,1.02,126,275,115,0.919,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,25.7,292,每,每
C,C12X25,C12X25,F,25,7.34,12,12,每,每,每,3.05,3,每,每,每,0.387,  3/8 ,  3/16,0.501,  1/2 ,每,每,每,1.13,1  1/8 ,每,0.674,每,0.746,0.306,每,每,6.09,每,26.5,每,每,144,29.4,24,4.43,4.45,3.82,1.87,0.779,每,每,每,0.538,130,每,11,5.29,4.02,1.99,7.67,14.6,4.72,0.909,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,1,11.5,每,每,C310X37,C310X37,37,4740,305,305,每,每,每,77.5,76.2,每,每,每,9.83,9.52,4.76,12.7,12.7,每,每,每,28.7,28.6,每,17.1,每,18.9,7.77,每,每,6.09,每,26.5,每,每,59.9,482,393,113,1.85,62.6,30.6,19.8,每,每,每,224,34.9,每,7100,2.2,1.67,0.828,126,239,120,0.909,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,25.4,292,每,每
C,C12X20.7,C12X20.7,F,20.7,6.08,12,12,每,每,每,2.94,3,每,每,每,0.282,  5/16,  3/16,0.501,  1/2 ,每,每,每,1.13,1  1/8 ,每,0.698,每,0.87,0.253,每,每,5.87,每,36.3,每,每,129,25.6,21.5,4.61,3.86,3.47,1.72,0.797,每,每,每,0.369,112,每,10.3,4.6,3.13,1.58,7.66,12.7,4.93,0.899,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.983,11.5,每,每,C310X30.8,C310X30.8,30.8,3920,305,305,每,每,每,74.7,76.2,每,每,每,7.16,7.94,4.76,12.7,12.7,每,每,每,28.7,28.6,每,17.7,每,22.1,6.43,每,每,5.87,每,36.3,每,每,53.7,420,352,117,1.61,56.9,28.2,20.2,每,每,每,154,30.1,每,6650,1.91,1.3,0.658,126,208,125,0.899,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,25,292,每,每
C,C10X30,C10X30,F,30,8.81,10,10,每,每,每,3.03,3,每,每,每,0.673, 11/16,  3/8 ,0.436,  7/16,每,每,每,1,1,每,0.649,每,0.368,0.441,每,每,6.95,每,12.6,每,每,103,26.7,20.7,3.43,3.93,3.78,1.65,0.668,每,每,每,1.22,79.5,每,9.51,4.12,3.61,1.81,4.91,13.3,3.63,0.921,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.924,9.56,每,每,C250X45,C250X45,45,5680,254,254,每,每,每,77,76.2,每,每,每,17.1,17.5,9.52,11.1,11.1,每,每,每,25.4,25.4,每,16.5,每,9.35,11.2,每,每,6.95,每,12.6,每,每,42.9,438,339,87.1,1.64,61.9,27,17,每,每,每,508,21.3,每,6140,1.71,1.5,0.753,80.5,218,92.2,0.921,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,23.5,243,每,每
C,C10X25,C10X25,F,25,7.35,10,10,每,每,每,2.89,2  7/8 ,每,每,每,0.526,  1/2 ,  1/4 ,0.436,  7/16,每,每,每,1,1,每,0.617,每,0.494,0.367,每,每,6.63,每,16.1,每,每,91.1,23.1,18.2,3.52,3.34,3.18,1.47,0.675,每,每,每,0.687,68.3,每,8.94,3.64,3.05,1.5,4.93,11.5,3.76,0.912,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.911,9.56,每,每,C250X37,C250X37,37,4740,254,254,每,每,每,73.4,73,每,每,每,13.4,12.7,6.35,11.1,11.1,每,每,每,25.4,25.4,每,15.7,每,12.5,9.32,每,每,6.63,每,16.1,每,每,37.9,379,298,89.4,1.39,52.1,24.1,17.1,每,每,每,286,18.3,每,5770,1.52,1.27,0.624,80.8,188,95.5,0.912,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,23.1,243,每,每
C,C10X20,C10X20,F,20,5.87,10,10,每,每,每,2.74,2  3/4 ,每,每,每,0.379,  3/8 ,  3/16,0.436,  7/16,每,每,每,1,1,每,0.606,每,0.636,0.294,每,每,6.28,每,22.3,每,每,78.9,19.4,15.8,3.67,2.8,2.7,1.31,0.69,每,每,每,0.368,56.9,每,8.25,3.1,2.39,1.18,4.92,9.66,3.93,0.9,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.894,9.56,每,每,C250X30,C250X30,30,3790,254,254,每,每,每,69.6,69.8,每,每,每,9.63,9.52,4.76,11.1,11.1,每,每,每,25.4,25.4,每,15.4,每,16.2,7.47,每,每,6.28,每,22.3,每,每,32.8,318,259,93.2,1.17,44.2,21.5,17.5,每,每,每,153,15.3,每,5320,1.29,0.995,0.491,80.6,158,99.8,0.9,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,22.7,243,每,每
C,C10X15.3,C10X15.3,F,15.3,4.48,10,10,每,每,每,2.6,2  5/8 ,每,每,每,0.24,  1/4 ,  1/8 ,0.436,  7/16,每,每,每,1,1,每,0.634,每,0.796,0.224,每,每,5.96,每,35.3,每,每,67.3,15.9,13.5,3.88,2.27,2.34,1.15,0.711,每,每,每,0.209,45.5,每,7.48,2.55,1.67,0.841,4.92,7.92,4.19,0.884,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.868,9.56,每,每,C250X22.8,C250X22.8,22.8,2890,254,254,每,每,每,66,66.7,每,每,每,6.1,6.35,3.18,11.1,11.1,每,每,每,25.4,25.4,每,16.1,每,20.2,5.69,每,每,5.96,每,35.3,每,每,28,261,221,98.6,0.945,38.3,18.8,18.1,每,每,每,87,12.2,每,4830,1.06,0.695,0.35,80.6,130,106,0.884,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,22,243,每,每
C,C9X20,C9X20,F,20,5.87,9,9,每,每,每,2.65,2  5/8 ,每,每,每,0.448,  7/16,  1/4 ,0.413,  7/16,每,每,每,1,1,每,0.583,每,0.515,0.326,每,每,6.42,每,16.8,每,每,60.9,16.9,13.5,3.22,2.41,2.46,1.17,0.64,每,每,每,0.427,39.4,每,7.24,2.52,2.04,1.01,3.9,8.44,3.46,0.899,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.85,8.59,每,每,C230X30,C230X30,30,3790,229,229,每,每,每,67.3,66.7,每,每,每,11.4,11.1,6.35,10.5,11.1,每,每,每,25.4,25.4,每,14.8,每,13.1,8.28,每,每,6.42,每,16.8,每,每,25.3,277,221,81.8,1,40.3,19.2,16.3,每,每,每,178,10.6,每,4670,1.05,0.849,0.42,63.9,138,87.9,0.899,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,21.6,218,每,每
C,C9X15,C9X15,F,15,4.4,9,9,每,每,每,2.49,2  1/2 ,每,每,每,0.285,  5/16,  3/16,0.413,  7/16,每,每,每,1,1,每,0.586,每,0.681,0.245,每,每,6.03,每,26.4,每,每,51,13.6,11.3,3.4,1.91,2.04,1.01,0.659,每,每,每,0.208,31,每,6.54,2.06,1.46,0.705,3.91,6.8,3.69,0.882,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.825,8.59,每,每,C230X22,C230X22,22,2840,229,229,每,每,每,63.2,63.5,每,每,每,7.24,7.94,4.76,10.5,11.1,每,每,每,25.4,25.4,每,14.9,每,17.3,6.22,每,每,6.03,每,26.4,每,每,21.2,223,185,86.4,0.795,33.4,16.6,16.7,每,每,每,86.6,8.32,每,4220,0.857,0.608,0.293,64.1,111,93.7,0.882,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,21,218,每,每
C,C9X13.4,C9X13.4,F,13.4,3.94,9,9,每,每,每,2.43,2  3/8 ,每,每,每,0.233,  1/4 ,  1/8 ,0.413,  7/16,每,每,每,1,1,每,0.601,每,0.742,0.219,每,每,5.88,每,32.2,每,每,47.8,12.6,10.6,3.48,1.75,1.94,0.954,0.666,每,每,每,0.168,28.2,每,6.25,1.88,1.22,0.625,3.9,6.25,3.79,0.875,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.814,8.59,每,每,C230X19.9,C230X19.9,19.9,2540,229,229,每,每,每,61.7,60.3,每,每,每,5.92,6.35,3.18,10.5,11.1,每,每,每,25.4,25.4,每,15.3,每,18.8,5.56,每,每,5.88,每,32.2,每,每,19.9,206,174,88.4,0.728,31.8,15.6,16.9,每,每,每,69.9,7.57,每,4030,0.783,0.508,0.26,63.9,102,96.3,0.875,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,20.7,218,每,每
C,C8X18.75,C8X18.75,F,18.75,5.51,8,8,每,每,每,2.53,2  1/2 ,每,每,每,0.487,  1/2 ,  1/4 ,0.39,  3/8 ,每,每,每,0.938, 15/16,每,0.565,每,0.431,0.344,每,每,6.49,每,13.5,每,每,43.9,13.9,11,2.82,1.97,2.17,1.01,0.598,每,每,每,0.434,25.1,每,6.13,1.93,1.59,0.788,3.03,6.93,3.05,0.894,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.8,7.61,每,每,C200X27.9,C200X27.9,27.9,3550,203,203,每,每,每,64.3,63.5,每,每,每,12.4,12.7,6.35,9.91,9.52,每,每,每,23.8,23.8,每,14.4,每,10.9,8.74,每,每,6.49,每,13.5,每,每,18.3,228,180,71.6,0.82,35.6,16.6,15.2,每,每,每,181,6.74,每,3950,0.803,0.662,0.328,49.7,114,77.5,0.894,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,20.3,193,每,每
C,C8X13.75,C8X13.75,F,13.75,4.03,8,8,每,每,每,2.34,2  3/8 ,每,每,每,0.303,  5/16,  3/16,0.39,  3/8 ,每,每,每,0.938, 15/16,每,0.554,每,0.604,0.252,每,每,6,每,21.8,每,每,36.1,11,9.02,2.99,1.52,1.73,0.848,0.613,每,每,每,0.186,19.2,每,5.45,1.52,1.1,0.557,3.02,5.45,3.26,0.874,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.774,7.61,每,每,C200X20.5,C200X20.5,20.5,2600,203,203,每,每,每,59.4,60.3,每,每,每,7.7,7.94,4.76,9.91,9.52,每,每,每,23.8,23.8,每,14.1,每,15.3,6.4,每,每,6,每,21.8,每,每,15,180,148,75.9,0.633,28.3,13.9,15.6,每,每,每,77.4,5.16,每,3520,0.633,0.458,0.232,49.5,89.3,82.8,0.874,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,19.7,193,每,每
C,C8X11.5,C8X11.5,F,11.5,3.37,8,8,每,每,每,2.26,2  1/4 ,每,每,每,0.22,  1/4 ,  1/8 ,0.39,  3/8 ,每,每,每,0.938, 15/16,每,0.572,每,0.697,0.211,每,每,5.79,每,30,每,每,32.5,9.63,8.14,3.11,1.31,1.57,0.775,0.623,每,每,每,0.13,16.5,每,5.11,1.34,0.855,0.43,3.03,4.79,3.41,0.862,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,0.756,7.61,每,每,C200X17.1,C200X17.1,17.1,2170,203,203,每,每,每,57.4,57.2,每,每,每,5.59,6.35,3.18,9.91,9.52,每,每,每,23.8,23.8,每,14.5,每,17.7,5.36,每,每,5.79,每,30,每,每,13.5,158,133,79,0.545,25.7,12.7,15.8,每,每,每,54.1,4.43,每,3300,0.558,0.356,0.179,49.7,78.5,86.6,0.862,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,19.2,193,每,每
