cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,irreparable-0
670,3870.7200000000003,552.96,0.0,0.0,774.144,442.368,3207.168,0.0,1267.2000000000003,1497.6000000000004,6451.200000000002,0.0,7718.400000000001,1497.6000000000001,0.0,0.0,5160.8,645.1,645.1,2012.236626112218,2786.1793534876256,2828.8621683346937,0.0,1017.2346983119528,1481.7463440481151,2549.2956367208812,516.1371954156842,4.0,6.0,0.0,2.0,0.0,1.0,2371.200972174147,59.32761456443271,0.0,192.6387386039417,48.76304693443433,3535.622400069624,109.09734710356908,0.0,179.79099512088925,268.04398735822673,0.0,0.0,1.0,1863.355828531395,0.0,194.41230188283396,134.5536,12.9024,4.0,12.0,2.0,0.0,0.0,1.0,0.0,22403.39627323689,2216.0156612260494,257.7711821936676,182.12710692019232,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
671,3428.3520000000003,811.008,184.32,0.0,847.8720000000001,552.96,2985.984,36.864000000000004,1152.0000000000002,1843.2000000000005,6105.600000000001,115.20000000000003,7603.200000000001,1612.8000000000002,0.0,0.0,1290.2,645.1,4515.7,1854.344492724431,1881.653540562302,1540.8135041336302,494.5892731617968,868.5915725909595,1561.2435107744905,2091.832105649947,679.954950937954,6.0,6.0,0.0,0.0,0.0,1.0,871.4352347043642,727.1027922559265,69.17506456431758,0.0,209.45583339544658,1958.7103793777806,1272.991408969609,205.9080041638364,69.96586152168706,204.2217291425655,119.44435628486538,0.0,1.0,364.68224678901726,1702.9998948660177,150.3782852650287,40.550399999999996,106.90559999999999,8.0,8.0,2.0,0.0,0.0,1.0,0.0,4435.679218885645,12376.425450812621,4991.623227344242,155.71518210696158,40.115671030986896,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
672,3575.808,479.23199999999997,294.91200000000003,73.72800000000001,774.144,552.96,2691.072,405.504,2073.6000000000004,1036.8000000000002,5068.800000000001,1036.8000000000004,7488.000000000002,921.6000000000001,576.0000000000001,230.40000000000003,0.0,322.55,6128.450000000001,1573.5255155103994,1708.225250897862,1124.726934755869,1181.8881959787757,821.846599867841,2857.400113406014,2496.381745386157,300.44824824619786,4.0,6.0,0.0,2.0,0.0,1.0,444.4993536460758,1025.438142417756,450.96071762973673,0.0,253.17194517871837,742.2617397005323,2378.926102118143,895.8893038408273,0.0,201.1605143656373,549.5372150669589,0.0,1.0,107.92533219794913,663.3039888292359,1177.82484965824,3.6864,143.7696,4.0,12.0,0.0,2.0,0.0,1.0,0.0,929.865702345443,7935.944760039138,8182.785179802555,230.00356830773663,0.0,32.26702737329592,0.0,1.0,2.0,0.0,1.0,2.0,1.0
673,3796.992,589.824,36.864000000000004,0.0,737.28,589.8240000000001,3096.576,0.0,1267.2000000000003,1497.6000000000004,6451.200000000002,0.0,7603.200000000001,1612.8000000000002,0.0,0.0,3548.0499999999997,967.65,1935.3,1624.7487990566854,1977.714052927228,1601.490137536428,143.3556698783211,931.2402691961108,3508.6126633408094,3009.400531520446,1037.5398751507528,2.0,8.0,2.0,0.0,0.0,1.0,2832.2316982495404,478.669084611965,0.0,216.49127938005347,61.19684424548966,2516.776680741199,433.9742942606461,0.0,137.52676570749688,0.0,623.2187848885885,0.0,1.0,824.7640994720728,677.9006410386273,161.33003997549744,64.512,82.944,4.0,12.0,0.0,2.0,0.0,1.0,0.0,7538.237247562134,8223.058950294057,2184.5872150917353,224.28240015350065,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
674,3686.4,368.64000000000004,258.048,110.592,847.8720000000001,700.4159999999999,2322.4320000000002,552.96,921.6000000000003,2649.6000000000004,4492.800000000001,1152.0000000000002,7372.800000000001,1036.8000000000002,691.2,115.20000000000002,0.0,0.0,6451.0,1589.0459640892439,2751.385718211817,880.9433411993621,1376.2144781210006,1286.6635008681774,4711.508848258269,2324.5464094881436,388.7888689483997,2.0,6.0,2.0,2.0,0.0,1.0,300.98666231743107,1151.1211319777958,428.13092921065754,0.0,352.8178532014515,956.1040587560602,1898.6492799753373,1007.3395826954015,0.0,314.42422504358456,229.6066799391536,0.0,1.0,484.43974165882884,0.0,1699.277003967888,1.8432,145.6128,4.0,12.0,2.0,0.0,0.0,1.0,0.0,547.7633675212196,6680.240396358947,12828.572360805767,222.81026924587707,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
675,3723.264,700.416,0.0,0.0,774.144,479.232,3170.304,0.0,1382.4000000000005,1497.6000000000004,6336.000000000001,0.0,7142.4000000000015,2073.6000000000004,0.0,0.0,5483.349999999999,645.1,322.55,2753.6287425243227,1757.2334883118792,1902.2834253850976,0.0,1041.562021125175,1496.7168542594382,3067.9083414577904,558.7507372521111,0.0,6.0,4.0,2.0,0.0,1.0,2607.068865900193,63.401096632042766,0.0,229.88817797862123,93.11370544820291,4259.977405520621,263.2481903172093,0.0,405.7821797607272,175.39594653219729,0.0,0.0,1.0,1227.145868438821,190.47090324811865,146.42639137588122,108.74879999999999,38.7072,4.0,12.0,0.0,2.0,0.0,1.0,0.0,13256.186478956464,3499.904216586127,219.04003131992033,325.1870006872527,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
676,3502.08,921.6,0.0,0.0,847.8720000000001,589.8240000000001,2985.984,0.0,2073.600000000001,691.2000000000003,6451.200000000002,0.0,7372.800000000001,1843.2000000000003,0.0,0.0,2580.4,1612.75,2257.85,2443.1447494878603,1592.5112301816223,2546.034204680167,0.0,492.0885595768781,2588.181053258983,2251.2350454559883,1115.1150854560087,0.0,4.0,8.0,0.0,0.0,1.0,2845.0062314117827,551.4893482918252,0.0,201.13532529433903,120.46625069205498,3068.860517351849,741.895139612199,126.80598938765877,281.17421049367056,353.2067201909208,0.0,0.0,1.0,1164.5473359093774,1059.4697740804359,201.9774132966335,79.2576,68.19839999999999,4.0,12.0,2.0,0.0,0.0,1.0,0.0,6520.410135380062,6551.818843082969,1154.6456542921019,181.53034480847964,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
677,3686.4,737.28,0.0,0.0,774.144,626.688,3022.848,0.0,1382.4000000000005,1036.8000000000002,6796.800000000002,0.0,8064.000000000002,1152.0,0.0,0.0,6451.0,0.0,0.0,1170.6388960300928,1137.8222064079002,1668.3793504857042,108.5321129422666,967.1237604569442,2161.7124056017747,2179.792901276939,877.2480581620503,2.0,6.0,4.0,0.0,0.0,1.0,2685.207224531109,24.70592338003544,0.0,303.3753737218561,0.0,4675.48755744326,0.0,0.0,472.8044457402828,275.86228931310995,0.0,0.0,1.0,2028.9615990519128,292.67777898726274,0.0,136.39679999999998,11.0592,4.0,12.0,0.0,2.0,0.0,1.0,0.0,18072.180217459263,5549.909222462497,373.01338332325423,246.41116425319927,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
678,3723.264,700.416,0.0,0.0,552.96,884.7360000000001,2985.9840000000004,0.0,1497.6000000000004,1267.2000000000003,6451.200000000002,0.0,7027.200000000001,2073.6000000000004,115.20000000000002,0.0,5805.9,0.0,645.1,1714.9722744380585,1996.5699073522649,2923.2016877730834,96.77900699815196,1110.2797461070672,2707.2337201478267,2624.8541628083885,714.7472588857585,2.0,8.0,2.0,0.0,0.0,1.0,3105.2947045652577,122.69070188806643,0.0,267.86715590623976,0.0,3413.0496892384845,107.20748789330753,0.0,588.5281086397913,0.0,0.0,0.0,1.0,1402.102448144059,598.9966720622726,0.0,112.4352,35.0208,4.0,12.0,0.0,2.0,0.0,1.0,0.0,16743.148093554282,3900.318708728136,0.0,184.0479975207464,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
679,3649.536,774.144,0.0,0.0,552.96,811.008,3059.712,0.0,1728.0000000000005,1036.8000000000002,6451.200000000002,0.0,8409.6,806.4000000000001,0.0,0.0,2257.85,2257.85,1935.3,1721.6330354344398,1191.5878085305465,2991.833361908508,155.0791098251356,559.3689609103963,2464.248405456313,3388.1546784928664,945.3427862721842,0.0,8.0,4.0,0.0,0.0,1.0,1705.8320642036197,207.21248151816883,0.0,226.38959656509078,96.40559199482612,3688.9627957676416,322.91778155138024,0.0,637.0596952801094,158.00682345563433,0.0,0.0,1.0,829.1004060790476,960.8718360384992,275.22901226075345,82.944,64.512,8.0,8.0,2.0,0.0,0.0,1.0,0.0,16079.764709603949,12555.964576761527,381.58794214277077,229.92535429548548,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
680,3612.6720000000005,774.144,36.864000000000004,0.0,589.8240000000001,700.416,3133.44,0.0,1267.2000000000003,1152.0000000000002,6796.800000000001,0.0,7718.4000000000015,1497.6000000000001,0.0,0.0,2902.95,1612.75,1935.3,2308.9179290550023,1695.6267055834614,1820.665666156055,177.02115212510654,991.5273325290157,1759.280696695624,2307.070787475812,507.12248946741556,2.0,8.0,2.0,0.0,0.0,1.0,1911.5800010253029,484.9730349592131,0.0,100.87602852131857,133.95988725713966,4463.256824919724,804.8274554807299,21.46022403961039,236.80900292208958,111.77336875195199,76.8558918054494,0.0,1.0,671.4726586201941,1114.4635625761011,145.3129878159717,81.10079999999999,66.3552,8.0,8.0,2.0,0.0,0.0,1.0,0.0,12715.451096904108,7893.177618046324,3135.6529092233495,235.8657716894596,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
681,4055.04,368.64,0.0,0.0,700.416,700.416,3022.848,0.0,1382.4000000000003,1843.2000000000005,5990.4000000000015,0.0,7833.6,1382.4,0.0,0.0,4193.15,1612.75,645.1,1620.6470354992616,1445.7979713454406,2755.190975000988,0.0,799.7433062897894,2399.823157360121,3791.3967957722543,633.4273734411671,2.0,8.0,0.0,2.0,0.0,1.0,1911.5943614757282,92.84374992584866,0.0,243.50829320021927,80.68624800564652,4392.573228069834,145.39225875950422,42.59313435233541,323.50757406793946,197.68687272825468,0.0,0.0,1.0,760.2554071863863,652.0525820291177,604.345134709911,105.0624,42.3936,0.0,16.0,0.0,2.0,0.0,1.0,0.0,19845.99118550891,5989.91709573941,309.1170667175352,224.21289546378594,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
682,3723.264,700.4159999999999,0.0,0.0,737.2800000000001,626.688,3059.712,0.0,1497.6000000000004,1728.0000000000005,5990.4000000000015,0.0,7948.800000000001,1036.8000000000002,230.40000000000003,0.0,1935.3,2257.85,2257.85,2313.5671546393814,1993.2446619368568,1254.4864801871438,63.110527445319825,550.6996884442282,2322.3053133062717,3094.2185807390424,579.7359046092166,4.0,6.0,2.0,0.0,0.0,1.0,2350.6719727539767,595.1943342558769,50.690690055531626,122.08501134554126,232.00810842276113,2727.748379565027,823.2067770215515,36.875435500053236,433.36052218027123,0.0,101.09741005388096,0.0,1.0,794.266967660372,1243.606461866788,0.0,62.6688,84.7872,0.0,16.0,2.0,0.0,0.0,1.0,0.0,5537.0756416711465,8139.554600335656,2619.309448320897,239.11214170097722,55.574480386640886,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
683,3575.808,700.416,110.592,36.864000000000004,700.4159999999999,737.28,2801.664,184.32,1382.4000000000003,1728.0000000000005,5990.4000000000015,115.20000000000003,7603.200000000001,1152.0000000000002,460.80000000000007,0.0,645.1,0.0,5805.9,2176.107045584137,2493.1496781196324,1048.6670664702199,655.1939890960002,520.2184292558535,1697.638253017836,3285.5298498295583,477.11334113245135,4.0,4.0,4.0,0.0,0.0,1.0,1103.8650410223458,1177.0078375313817,71.18751353945129,0.0,234.4766339415978,2075.367415514634,1421.0799007431392,232.76038553981851,0.0,397.6875389342449,238.95006190988906,0.0,1.0,255.11456798207112,467.480234368359,1122.5820399803722,23.9616,123.4944,0.0,16.0,0.0,2.0,0.0,1.0,0.0,2874.278710334492,12394.494028189629,4958.005238743132,195.20593066599133,69.35811459746138,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
684,3649.536,626.6880000000001,110.592,36.864000000000004,737.28,700.416,2838.5280000000002,147.45600000000002,1152.0000000000002,2073.6000000000004,5760.000000000002,230.40000000000006,7718.4000000000015,1036.8000000000002,345.6,115.20000000000002,0.0,967.65,5483.349999999999,1699.6223160299305,2933.356341889791,1089.086701562588,614.8319084373588,571.5463325662237,2444.6428295003248,3183.3348475529533,621.9481655737478,2.0,8.0,2.0,0.0,0.0,1.0,1098.8551674131888,1106.3492443484888,88.65725714103168,75.41589379967891,292.71222383682596,2136.0926437360818,2410.421523605596,416.82924601667406,0.0,131.50757470550255,531.1647605276851,0.0,1.0,660.755088306928,352.4517168346615,713.0574287423323,16.5888,130.8672,0.0,16.0,2.0,0.0,0.0,1.0,0.0,4250.601745717722,9664.61249617828,6380.902935140157,228.23518127729503,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
685,3833.856,589.8240000000001,0.0,0.0,626.6880000000001,737.28,3059.712,0.0,1612.8000000000006,921.6000000000001,6681.600000000002,0.0,7488.000000000001,1728.0000000000002,0.0,0.0,5483.349999999999,645.1,322.55,1880.459124851716,2288.348539288922,2099.1792093611507,0.0,976.169188648038,1952.2547973643534,2359.926149323399,571.8613352733964,2.0,8.0,2.0,0.0,0.0,1.0,1949.1455890841064,59.10452377614731,0.0,179.16698383930628,49.00953167865903,5388.439250232131,428.54572331051304,0.0,397.4045374188515,74.10368349958071,0.0,0.0,1.0,1667.3324077061181,197.7995857169715,130.96833862253993,108.7488,38.7072,8.0,8.0,2.0,0.0,0.0,0.0,1.0,14780.489096106927,4999.846508614572,845.2521982723581,212.1454245169282,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
686,3649.536,331.776,331.776,110.592,811.008,589.8240000000001,2506.752,516.096,1497.6000000000004,1958.4000000000005,4723.200000000001,1036.8000000000004,7833.600000000001,806.4000000000001,460.80000000000007,115.20000000000002,0.0,0.0,6451.0,1445.0340236470715,2173.3090221604966,1838.9628892305418,471.00355955446344,892.1192093065803,1549.4697211159018,2219.156455078429,282.7764314717387,2.0,4.0,6.0,0.0,0.0,1.0,498.41568694420454,1040.4507026265655,465.22793803087643,0.0,285.0550992480262,830.4151596316013,2338.9426566235907,885.5955861205617,0.0,222.6748411873555,454.06102502862467,0.0,1.0,0.0,198.49327763625325,1739.200826106992,16.5888,130.8672,0.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,5096.971382479349,15414.008015397085,114.70292457307336,0.0,46.72627202522887,1.0,0.0,2.0,0.0,1.0,2.0,1.0
687,3760.128,663.552,0.0,0.0,626.688,589.824,3207.168,0.0,1728.0000000000005,1036.8000000000002,6451.200000000002,0.0,8179.200000000001,1036.8000000000002,0.0,0.0,4838.25,645.1,967.65,2274.402474891495,1676.250996695853,2678.9713564183708,212.93173885147152,660.5853022601451,931.3954651937878,2849.0829883620645,681.3932202016779,2.0,10.0,0.0,0.0,0.0,1.0,2340.569374944865,27.13598033680008,0.0,301.71973409129447,134.68413668067836,3581.446619084253,188.4971904781186,0.0,311.8703162017533,119.4644476597226,168.93119391051738,0.0,1.0,1892.8120023459355,552.7176182909711,0.0,125.3376,22.1184,8.0,8.0,0.0,2.0,0.0,1.0,0.0,18486.36100313251,3190.2790301968307,801.3693490143881,198.5462636209943,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
688,3612.6720000000005,811.008,0.0,0.0,700.416,516.096,3207.168,0.0,1497.6000000000004,1267.2000000000003,6451.200000000002,0.0,7948.800000000001,1267.2000000000003,0.0,0.0,6128.450000000001,322.55,0.0,1782.7972787167162,1496.553572092043,1884.7189140009314,167.3418694694906,1265.963092639272,2054.9543990588204,2363.5802062357548,506.6939443863526,0.0,10.0,2.0,0.0,0.0,1.0,2055.4653121934707,0.0,0.0,289.23807570222914,0.0,4192.931606123342,0.0,0.0,651.7753929216921,0.0,0.0,0.0,1.0,1628.2036151740858,219.06172786067594,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,15564.929254466479,1372.3392953327377,0.0,208.35691385547952,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
689,3796.992,589.8240000000001,36.864000000000004,0.0,847.8720000000001,516.096,3059.712,0.0,1382.4000000000003,1382.4000000000003,6336.000000000002,115.20000000000003,7718.4000000000015,1497.6000000000004,0.0,0.0,6451.0,0.0,0.0,1622.252917129474,2479.6506435966676,2389.1314433826738,194.50210142081383,469.2675010020158,3675.822735994988,2453.4290176186005,669.1797836714599,0.0,10.0,2.0,0.0,0.0,1.0,1938.1479033951528,0.0,0.0,318.8916449788091,0.0,4579.458897110146,0.0,0.0,586.6292673950476,0.0,0.0,1.0,0.0,1716.6019722619642,0.0,0.0,141.9264,5.5296,12.0,4.0,0.0,0.0,2.0,1.0,0.0,18725.89350341131,196.92734885973996,0.0,192.75049112371175,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
690,3612.6720000000005,626.6880000000001,147.45600000000002,36.864000000000004,737.28,700.416,2654.208,331.776,1497.6000000000004,1382.4000000000003,5760.000000000001,576.0000000000001,7142.4000000000015,1843.2000000000003,230.40000000000003,0.0,322.55,0.0,6128.450000000001,2348.1107635729,2421.5499494862665,1186.9607133294408,568.8021492717345,619.4565900270554,1849.7368445355453,1371.3647153650568,617.4145672579876,4.0,4.0,0.0,4.0,0.0,1.0,917.0944145319507,995.8005370563017,193.3814346453795,0.0,349.83291439635843,1853.307182365669,2552.8651933507554,293.1400402082057,202.92574982693546,0.0,388.82552456771725,0.0,1.0,194.67928271868848,236.39362015251862,1387.1843830249436,25.8048,121.65119999999999,0.0,16.0,2.0,0.0,0.0,1.0,0.0,3415.5774129671045,13209.65358208169,11671.674979968499,106.32310399732131,44.37449331846647,40.95154722213681,1.0,0.0,2.0,0.0,1.0,2.0,1.0
691,3612.6720000000005,405.504,331.776,73.72800000000001,847.8720000000001,405.504,2801.664,368.64,1267.2000000000003,1728.0000000000005,5414.4000000000015,806.4000000000001,7833.600000000001,691.2,576.0000000000001,115.20000000000002,322.55,645.1,5483.349999999999,2511.446153175998,1216.903224082773,952.5683731693042,308.01047439131344,886.8780597759196,1490.8309839280596,2165.6181414100283,388.8838616361997,0.0,10.0,2.0,0.0,0.0,1.0,631.4640735569019,1040.3806353937714,500.86925325305265,110.1268083332475,229.62171955343993,1244.2501251583415,1525.3771895935981,471.78478225893406,0.0,0.0,615.0191897432605,0.0,1.0,0.0,287.6640087213701,1428.549401604742,7.3728,140.0832,0.0,16.0,0.0,2.0,0.0,1.0,0.0,810.9444924858684,8577.973793497134,15624.797354460401,227.17410662001012,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
692,3612.6720000000005,516.096,294.91200000000003,0.0,663.552,589.8240000000001,3096.576,73.72800000000001,1382.4000000000003,1382.4000000000003,6105.600000000001,345.6000000000001,7603.200000000001,1036.8000000000002,576.0000000000001,0.0,322.55,967.65,5160.8,2197.6247997664577,1599.9319874241364,1048.5427291290332,836.742950167068,1733.482930071336,1953.2943912083958,3057.084828551472,987.6825973675184,2.0,8.0,0.0,2.0,0.0,1.0,1534.3781587288381,1374.386109721168,366.3474645800722,0.0,349.06684046220926,2532.256538908907,3251.123732923486,469.693457588077,266.7182782872234,495.79500318421736,0.0,0.0,1.0,567.5743162990625,652.4724861352079,665.6712446544881,18.432000000000002,129.024,0.0,16.0,0.0,0.0,2.0,1.0,0.0,1541.5434084472072,6362.6328288355635,7577.203476163318,147.13617977580458,0.0,70.13587107763688,0.0,1.0,0.0,2.0,1.0,2.0,1.0
693,3428.352,552.96,294.91200000000003,147.45600000000002,552.96,958.4639999999999,2396.16,516.096,1843.2000000000003,1152.0000000000002,5184.000000000001,1036.8000000000004,7948.800000000001,345.6,691.2,230.40000000000003,0.0,0.0,6451.0,2333.4732486266594,1530.4660504760006,745.5861433197772,1146.7851343473242,760.4805517081679,2518.8835286588564,2252.0502815736945,687.5594993837594,0.0,10.0,0.0,2.0,0.0,1.0,374.6793050505109,965.4710802087916,724.0677291706457,56.84879169070733,249.16196873355238,310.6958250595096,2094.8840417881147,1834.9517544821579,0.0,163.77176146615912,447.0486621943449,0.0,1.0,0.0,92.45082171266337,1431.1845564484154,7.3728,140.0832,0.0,16.0,0.0,2.0,0.0,1.0,0.0,343.1249154335179,4685.715395388943,17673.513255023976,319.932883952683,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
694,3760.128,663.552,0.0,0.0,663.552,663.552,3096.576,0.0,1152.0000000000002,1497.6000000000004,6566.4000000000015,0.0,7833.600000000001,1267.2,115.20000000000002,0.0,5805.9,645.1,0.0,1351.2048762389613,1832.3955553013304,2951.791910787824,172.56998205198326,910.4519210121495,2246.351388430873,2385.7598136812107,644.0533870806292,0.0,6.0,6.0,0.0,0.0,1.0,2733.79984874417,0.0,0.0,401.314490559433,0.0,3520.035165077234,39.80565458202692,0.0,609.9993613543388,0.0,0.0,0.0,1.0,1789.0458564511187,175.03430205929385,0.0,140.0832,7.3728,8.0,8.0,0.0,2.0,0.0,1.0,0.0,25529.128486372367,1083.6403584908458,0.0,224.4100891666503,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
695,3465.2160000000003,847.8720000000001,73.72800000000001,36.864000000000004,811.008,774.144,2654.208,184.32,2073.6000000000004,921.6000000000003,5644.800000000001,576.0000000000001,7718.4000000000015,1036.8000000000002,345.6,115.20000000000002,0.0,1290.2,5160.8,1712.540500143693,2234.5366594617662,888.5212044265573,633.9634392388502,579.7797735977239,1787.9384636129157,2160.4264201496735,493.78486395269215,0.0,10.0,2.0,0.0,0.0,1.0,1474.315433389862,1076.7760917611668,403.13853119786114,170.5212701422215,138.64725228936237,1677.3686953111342,2187.093116700995,883.8885337773988,493.64471555470203,0.0,250.1595943106825,0.0,1.0,0.0,1203.88615796134,620.4420398541602,18.432,129.024,4.0,12.0,0.0,0.0,2.0,1.0,0.0,1220.0061914417643,5489.671501831311,5074.709055292535,316.4149820996507,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
696,3649.536,774.144,0.0,0.0,700.4159999999999,479.232,3244.032,0.0,1728.0000000000005,806.4000000000002,6681.600000000001,0.0,7948.800000000001,1267.2000000000003,0.0,0.0,5805.9,645.1,0.0,1681.687944999037,1221.8902797870176,2002.912630988934,0.0,321.55122292918895,1531.7279257538257,2279.996906360081,477.280901366392,0.0,8.0,4.0,0.0,0.0,1.0,1972.4153439670674,42.243664959128125,0.0,254.60328295884165,0.0,3695.7553402886715,62.499492544107234,0.0,681.2842062149538,0.0,0.0,0.0,1.0,1547.0374412052108,308.7548972251753,0.0,130.8672,16.5888,12.0,4.0,0.0,0.0,2.0,1.0,0.0,13946.291469159525,464.01144361835054,162.71770979069208,243.45211666203312,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
697,3723.264,589.824,110.592,0.0,626.6880000000001,774.144,2727.936,294.91200000000003,1728.0000000000005,1267.2000000000003,6105.600000000001,115.20000000000003,7372.800000000001,1497.6000000000001,345.6,0.0,322.55,1935.3,4193.15,2007.7154361627613,2444.000435193691,1618.3552753373408,826.1641410727432,747.6564994518822,1766.4746622170924,2690.894685952118,444.6095125181213,2.0,8.0,2.0,0.0,0.0,1.0,814.1427143239335,717.2681414035278,125.4271617285535,0.0,284.866838275012,2240.3242884338197,943.1369518098519,107.70151252474598,0.0,173.09880046881665,384.5445680635305,0.0,1.0,556.1954900405242,750.1756813596855,682.3583510582561,18.432,129.024,4.0,12.0,2.0,0.0,0.0,1.0,0.0,2539.6637148894697,10149.979866072232,6768.185931205186,206.10236806100403,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
698,3428.352,995.328,0.0,0.0,811.008,700.416,2912.2560000000003,0.0,1497.6000000000004,1382.4000000000003,6336.000000000002,0.0,7603.200000000001,1612.8000000000002,0.0,0.0,1612.75,2902.95,1935.3,2238.6866252279233,1730.5152361259857,2082.6864947006343,123.05185690328375,472.304563963942,2495.7901596893935,2128.6382320027305,887.4487329184965,2.0,8.0,2.0,0.0,0.0,1.0,1106.2891201119107,258.5252468277138,0.0,63.629794177856546,341.33348770553584,3202.453948358488,740.167923624004,79.27084833642353,426.26240350413804,223.3899115912219,0.0,0.0,1.0,1424.9428395248488,593.0309576937475,729.6508554082534,88.4736,58.9824,8.0,8.0,2.0,0.0,0.0,1.0,0.0,7901.831513927727,8745.036626540552,1385.325043987525,236.9720203965591,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
699,3502.08,921.6,0.0,0.0,737.28,589.8240000000001,3059.712,36.864000000000004,1497.6000000000004,1612.8000000000004,6105.600000000002,0.0,7488.000000000002,1728.0000000000002,0.0,0.0,1612.75,1935.3,2902.95,2272.097177090714,1677.9762121949962,1778.3587695001613,460.9426182538945,540.2898608080952,1873.0217083140572,2802.335277952378,1118.6801312925325,0.0,10.0,2.0,0.0,0.0,1.0,1251.3555957798592,233.72913948124625,20.56326112329597,161.15701095947878,96.78740536931446,3247.256626504346,857.1315996423674,0.0,144.03754120923867,196.65750636738693,0.0,0.0,1.0,668.03587874805,489.4921863286826,1955.0621754752513,60.825599999999994,86.6304,8.0,8.0,0.0,0.0,2.0,1.0,0.0,4807.599297015017,8701.711178793845,2798.909867513727,233.74423428326506,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
700,3760.128,663.552,0.0,0.0,774.144,552.96,3096.576,0.0,806.4000000000002,2188.8000000000006,6220.800000000001,0.0,7372.800000000001,1728.0000000000002,115.20000000000002,0.0,1935.3,645.1,3870.6,1864.7495837806146,1565.1324623965797,1972.2205471553339,322.45317801879787,613.6861194869974,1263.414117835224,3226.6869070461953,584.5483097729089,2.0,10.0,0.0,0.0,0.0,1.0,1633.330860599553,483.0397894562226,100.05731281705073,37.2126992236107,188.11628608036204,2887.5000322632973,1484.8664664880669,148.0511959233925,297.1085414765509,282.7809804000528,0.0,0.0,1.0,333.7160333387482,1138.2080054206804,1176.9360241652141,47.923199999999994,99.5328,0.0,16.0,0.0,2.0,0.0,1.0,0.0,8984.413431011188,10528.35283856295,4091.7258958293196,207.41494906449665,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
